Seq	Object	Dprime
1726	4515-1650	541.468349907
1325	4465-829	541.475697828
1780	4523-3008	542.127782924
1970	4554-1601	542.410097507
3728	136-1422	542.563004645
957	4407-457	542.802519723
6041	234-3216	543.341696206
7395	336-1523	543.615399127
7508	348-1531	545.416336338
1278	4458-821	545.865350594
1952	4552-1558	545.916555625
911	4399-326	546.502185923
3922	146-3229	546.902958488
7731	371-3055	547.488623023
1144	4436-1919	548.158478207
1712	4511-1646	548.459486878
915	4400-429	548.93161086
1448	4479-909	549.141405145
7398	336-3129	549.658224071
6623	271-3209	549.848659349
7283	324-1507	550.430989238
7924	411-3013	550.708221607
1105	4429-711	551.100650868
1881	4540-1605	551.591140423
888	4396-247	551.780591329
7943	413-3011	551.912852836
5180	190-3234	551.972744476
879	4395-347	551.97363725
3457	121-1415	552.150730825
1092	4427-1936	552.372986586
6870	290-3203	552.886184623
7820	393-3038	553.088695956
947	4406-102	553.333099579
975	4409-560	553.427207193
7032	305-3156	554.331415544
1077	4425-706	554.453378519
5965	229-3229	554.476271661
1046	4420-651	554.86138444
7230	319-3148	555.15356861
1600	4498-1656	555.364538336
7267	323-3146	555.950142562
6593	269-3217	556.525550306
867	4393-229	556.892650099
1023	4417-001	557.30354715
5857	224-3233	557.310261053
7635	361-3118	558.147971131
2734	061-1426	558.241294344
7454	343-3134	558.511470811
2423	028-3203	558.786802339
7203	317-3154	558.892794647
6109	237-3231	558.896048275
5913	226-1411	559.2019976
1421	4476-919	559.231171245
7211	318-1452	559.298274708
1701	4509-1634	559.47141751
2732	061-1425	559.725423832
6229	243-3230	559.814669899
1025	4417-653	560.053388869
5940	228-1411	560.077747598
848	4391-404	560.094883255
834	4390-254	560.468228121
1319	4464-860	560.727879066
2027	4564-1528	561.315356533
832	4389-251	561.679971799
2015	4562-3116	561.911563872
5249	193-3243	561.993716967
1391	4471-1730	562.050396981
3198	103-3237	562.070064805
890	4396-518	562.252410224
1211	4449-829	562.429567914
6654	273-3222	562.438098676
1407	4474-920	562.461662125
1847	4533-3047	563.033230957
7530	350-1513	563.3387106
4592	170-3246	563.57134477
903	4398-107	563.591851605
3879	144-3246	564.418545481
1054	4422-721	564.524568372
1049	4421-719	564.67801713
7180	315-1445	564.782826513
5265	194-3247	565.788822611
823	4389-432	565.823676302
821	4388-433	566.21842873
806	4385-326	567.034194499
1648	4505-1630	567.065360002
4868	179-3250	567.072599419
1474	4482-1704	567.145793677
2503	040-3219	567.167340623
967	4408-639	567.305230418
1005	4416-1937	567.793064073
917	4400-604	567.961684971
5687	216-3246	568.255918621
4531	168-3251	568.476193836
1660	4506-3021	568.770325574
7076	308-3210	569.41601263
6968	300-3216	569.763904491
800	4383-404	570.964462913
844	4391-120	571.965191636
7165	314-3209	571.979525336
7792	384-3112	572.114460293
3692	135-3253	572.259418992
791	4382-402	572.264209485
892	4396-044	572.342965056
840	4390-121	572.425912018
1146	4436-1828	572.639669965
7290	325-3204	573.605093584
2913	080-1403	573.704427901
894	4397-609	573.79441695
6736	279-3231	573.910615925
1007	4416-724	574.069553114
1738	4516-1604	574.256768415
7329	328-3203	574.322104428
2896	078-3243	574.387234064
953	4407-653	574.397038053
781	4382-424	574.498678439
1133	4434-1828	574.880730001
7567	353-3145	575.220994155
815	4387-125	575.67904878
4214	158-3259	576.299999654
4238	158-3259	576.648948582
1159	4439-833	577.242051391
2045	4567-3139	577.694070358
6219	243-3248	577.70849708
2945	082-3248	577.901112496
757	4378-248	577.90933932
1002	4416-737	579.655050188
2419	027-3225	579.760299827
7661	363-3141	579.915582775
748	4377-236	580.238245865
5327	197-3301	580.50537239
6987	301-1419	581.377684285
1508	4484-1640	581.422954907
913	4399-642	581.474246943
1510	4484-1639	581.5988223
6992	302-3227	581.751789043
1237	4453-913	582.634455215
989	4413-1908	583.059049648
985	4412-733	583.323788168
983	4411-1916	583.379422799
996	4414-741	583.51132976
6023	233-1348	583.540642911
6778	282-3240	583.540840731
6049	234-3257	583.84387044
795	4383-118	584.076703555
1259	4456-921	584.095075412
4145	155-3307	584.377217763
734	4376-427	584.479131839
777	4381-120	585.331702556
787	4382-112	585.862614781
1485	4482-3010	586.211951301
871	4394-011	586.274967468
1528	4486-1629	586.333580999
1800	4526-1537	586.805689298
2787	066-3251	587.517489614
5994	231-1344	587.727974476
7289	325-1425	588.16741735
722	4373-224	588.216974326
7080	308-3231	588.244988777
6828	285-3243	588.438782202
7282	324-1425	588.543368098
726	4374-441	589.043244876
712	4372-225	589.375587675
7406	337-3213	589.796595913
2043	4567-1452	589.80970523
939	4403-1926	589.811571129
2068	4571-1449	589.81694812
6694	275-1356	590.143632199
7258	322-3224	590.172108663
5969	229-1340	590.827833216
7467	345-3209	591.50167545
7383	334-3218	591.631991852
728	4374-140	591.997327781
7519	349-3207	592.044971392
2146	4584-1435	592.756823012
4279	160-3316	592.789995539
6297	247-3303	592.98800757
959	4407-1905	593.182695946
1086	4427-837	593.941927101
752	4378-103	593.988721873
1094	4427-838	594.014531502
7499	348-3210	594.05228435
2178	4591-3218	595.151779807
716	4372-510	595.860212527
1628	4503-3053	596.355892136
1693	4509-1545	596.573228298
698	4365-345	596.617316
3875	144-3319	596.958264666
3237	106-3314	597.218701666
1825	4529-1520	597.55108893
6411	256-3305	597.646867769
6972	300-3245	597.689857788
738	4376-101	597.791005452
775	4381-030	597.853390693
1179	4445-1723	598.279197579
964	4408-1851	598.404539108
865	4393-1937	598.584662015
977	4409-1845	598.715189086
5624	212-3318	598.856036106
7224	319-3235	598.858936669
6203	242-3311	599.057297664
883	4395-717	599.14186155
1610	4501-3054	599.224429903
854	4391-703	599.335098452
813	4387-1957	600.29676166
7416	338-3225	600.823382173
8096	453-3022	600.885339979
804	4384-007	600.998274906
819	4388-1952	601.111621078
2084	4574-1434	601.130578619
5910	226-1328	601.517647394
1387	4470-1631	602.475307265
2442	031-1354	602.621971709
1280	4459-1650	602.884029975
5166	190-3325	603.135618407
684	4362-418	603.464518007
674	4361-404	604.059749267
969	4408-809	604.349298024
1576	4492-1556	604.468826946
7769	381-3155	605.261700483
6167	239-3318	605.289009555
1018	4417-1813	605.419711543
690	4364-146	605.508778091
7366	332-1411	605.933571331
7006	303-1353	606.398557565
744	4377-621	606.436450562
2967	084-3318	607.188289408
7870	401-3138	607.445765914
1363	4469-3020	607.550515684
6977	300-3257	608.562864174
6838	286-3304	608.923032041
8078	446-3044	608.969182401
1345	4467-3020	609.590086091
1227	4451-954	609.60440784
6388	255-1328	609.730936811
1304	4462-3013	610.082252061
8068	443-3051	610.520667419
2040	4566-3217	610.638507719
1378	4470-1620	611.076739792
830	4389-725	611.175621429
6490	263-3316	611.314702234
3733	136-3333	611.765825842
7563	353-3227	612.143424346
6344	252-3321	612.354314062
7123	311-3255	612.824246659
7780	382-3203	612.914104062
7052	306-3258	613.271241609
979	4410-1814	613.389971283
7788	384-3203	614.687235465
1466	4481-3050	615.665105594
2112	4579-3232	615.68304253
7874	401-3148	616.093215584
1215	4450-1644	616.537574014
1841	4532-1454	616.635218328
856	4392-1856	616.678114507
2255	007-3253	617.295829059
7533	351-3234	617.39155148
5267	194-3339	617.412185309
3099	097-3333	618.097673105
863	4393-757	618.560228109
7125	311-1344	619.07134868
7047	306-3305	619.166719377
7572	353-3234	619.214242997
6415	256-3328	620.063030192
5585	210-3340	620.583948857
1187	4447-3005	622.053163638
5118	188-3344	622.507100277
2407	025-3310	623.055825373
7305	326-3258	623.336780725
1070	4425-925	623.491852479
7973	421-3136	623.584006368
7681	365-3230	623.60259816
1978	4556-1422	624.319636637
8026	435-3119	624.320898528
1512	4484-3107	624.987668399
1241	4453-1626	625.395897917
6647	272-1318	626.083360086
8047	439-3116	626.092299284
705	4369-1955	626.198105356
7154	314-3309	626.784785204
827	4389-1844	626.819642323
2148	4585-3250	627.080377775
7808	389-3213	627.203813556
702	4368-648	627.365480531
773	4381-740	628.038969541
769	4381-741	628.291358354
2076	4574-3243	628.70961191
2096	4577-3246	628.825592479
1867	4536-1434	629.228659381
7840	396-3210	629.996876274
7601	356-3245	630.373031459
2770	064-3335	630.405505593
7007	303-3318	630.541752044
7150	313-3314	631.120905812
1626	4502-1507	631.912754744
2190	4594-3301	631.927443506
6142	239-1301	632.000034968
783	4382-1852	632.129771174
2325	015-3315	632.459281562
618	4342-410	632.488682296
5378	199-3353	632.745237067
7667	364-3242	632.810976784
6556	266-3337	632.814432386
1632	4503-1505	633.083197465
599	4341-335	633.106958862
1560	4489-1521	633.315058659
7906	408-3202	633.618632443
2164	4589-1346	633.745896817
2172	4590-1345	634.032196645
7363	331-1339	634.884942532
7239	320-3315	635.405610905
1983	4556-1409	635.478436986
8043	439-3129	635.778819078
7609	358-3250	636.216464906
1429	4477-3112	636.342164624
1853	4535-1427	636.528135578
592	4338-313	636.77899639
5933	228-3353	636.874051071
6683	275-3339	637.703257625
2199	4595-3308	637.923458474
7755	376-3237	637.92624694
1926	4547-3232	637.932613052
1129	4434-3007	638.013951222
2047	4567-1357	638.166150741
7965	420-3155	638.593798258
1558	4489-3131	638.635882882
609	4342-459	638.687216186
5851	223-3356	638.922311715
1405	4473-1536	639.044465004
5847	223-3356	639.182981931
6585	269-3344	639.83146018
575	4336-335	640.4278256
6577	268-3347	642.701761163
7969	420-3200	642.713767049
3580	130-3404	642.754814601
7733	372-3246	642.984423282
742	4376-801	643.230245621
1859	4536-3228	643.310033845
7910	408-3213	643.335001781
6068	235-3358	643.451260614
658	4356-1959	643.516319167
771	4381-1830	643.657321258
7658	363-3255	644.219479924
696	4365-1918	644.633924682
573	4336-209	644.815524743
626	4343-103	644.900369785
1695	4509-3203	645.266844041
1273	4457-3057	645.499095069
1275	4458-3057	645.642737864
614	4342-103	646.118981466
6740	279-3347	647.225839738
746	4377-1833	647.228308903
6891	294-3341	647.472823533
1251	4455-3057	647.648406219
7444	342-3315	648.145013702
6690	275-3350	648.37612223
656	4353-650	648.456047084
1554	4489-3146	650.089982995
1791	4524-1420	651.292346053
7194	317-3334	651.904426003
1968	4554-1352	651.95407414
544	4328-320	651.961716887
2705	058-3356	652.810391979
6389	255-3402	653.525389554
7000	303-3343	653.545903337
2334	016-3338	653.983740802
3968	147-3417	654.444238229
901	4398-1724	654.970013417
7450	343-3322	655.146420094
6905	295-3349	655.887909167
6403	255-3405	656.018544642
1253	4455-3109	656.207704085
1193	4447-1549	656.657247688
809	4386-856	656.775301969
7929	412-3226	657.047821643
6382	254-3406	657.21788508
7586	356-3315	657.234473876
654	4352-1932	657.623655362
622	4343-635	658.928654618
869	4394-1726	659.214832916
836	4390-912	659.414381762
852	4391-1731	659.462141093
7513	349-3323	659.626137681
8106	455-3143	661.759992852
624	4343-646	661.811011534
6091	236-3416	661.81676616
530	4321-335	662.073595043
919	4401-1704	662.269763592
759	4379-850	662.982007017
6179	240-3417	664.118376921
2136	4582-3328	664.317710726
5747	218-3423	664.456383102
672	4360-1847	664.98734726
7652	363-3319	665.741159683
8033	436-3212	666.099185757
7654	363-3320	666.653530443
1456	4480-3157	667.564117141
540	4327-107	668.082352909
565	4330-604	668.469226596
6066	235-3423	668.789826201
7365	331-3344	669.005109219
2210	4597-3344	669.613230545
991	4413-3020	670.303652364
7280	324-3350	670.476811953
1514	4485-3207	670.532627188
6121	238-3425	671.285382629
2074	4571-3329	671.763299347
1020	4417-1617	671.828947852
3092	096-3427	672.161225145
1090	4427-3048	672.48429596
7448	343-3341	672.503135426
6459	260-3420	672.827013448
1207	4448-1522	674.241181591
7315	327-3353	674.558857542
496	4314-225	675.450863842
7711	368-3327	675.878251989
1359	4468-1452	675.913280912
7084	308-3404	676.036439183
921	4402-3008	676.100363836
5777	219-3434	676.12331573
1038	4419-1604	676.854294557
1009	4416-1609	677.459588162
603	4341-1918	678.017138811
680	4362-837	678.168837736
590	4338-718	678.838066139
7272	323-3359	679.050010038
537	4325-030	679.162835006
8083	446-3217	679.313575939
907	4399-3007	679.6450882
479	4311-226	680.1951491
571	4335-710	680.253180131
1851	4533-3309	680.665163082
707	4369-1744	680.740263271
8184	531-3010	682.088828006
937	4403-1626	682.104137899
7958	418-3250	682.288693847
485	4311-156	682.51135218
620	4342-1901	682.940963608
510	4319-049	683.815881722
4176	156-3447	683.916747881
1964	4554-3330	684.059214734
7425	338-3357	684.831055301
785	4382-1705	684.959676815
7547	351-3349	685.48515651
640	4347-808	685.550759831
2647	053-3428	686.086771076
2025	4564-3340	686.71201794
8061	441-3233	687.250735028
8037	436-3238	687.374605532
487	4312-117	687.607359789
5406	201-3448	687.629389725
1772	4522-3308	688.358038874
607	4342-757	688.702731162
1476	4482-1419	688.814152158
6274	246-3441	689.107090155
686	4363-905	690.268139536
1652	4505-3254	690.460068079
7961	419-3301	691.957941578
5779	219-3450	691.994415838
459	4305-156	692.210313876
469	4308-127	692.436005405
514	4319-637	693.185180031
3748	138-3455	693.235784261
6307	249-3445	693.338994059
445	4301-411	693.425897333
1823	4529-3321	694.284798903
1501	4483-3235	694.347723644
8030	436-3247	694.822414855
1636	4504-3260	696.22402152
5425	202-3457	696.534242736
8156	482-3156	697.728259432
529	4321-1941	698.082320786
7220	319-3422	698.165805786
1173	4444-1455	698.392329917
6974	300-3431	698.452618366
587	4337-1840	698.691333502
451	4303-514	698.748968866
6966	300-3432	698.826838326
1411	4474-1415	698.834450639
8049	439-3249	699.217926072
5695	216-3458	699.714938716
7980	423-3308	700.28967087
1857	4535-3334	700.311765999
1865	4536-3335	700.845103237
428	4295-344	701.065944584
1247	4454-1436	701.239753285
1724	4514-1330	701.264337988
3331	111-3460	701.315055852
605	4342-828	701.524649067
3662	135-3503	701.609280284
664	4357-913	701.961937693
414	4294-337	702.2660087
418	4295-360	702.927976503
941	4403-1552	703.092594588
443	4300-517	703.390017373
6207	243-3457	703.711342594
7737	373-3355	704.01173243
8098	453-3241	704.803761459
7649	363-3403	704.85067022
403	4293-351	705.450661017
397	4292-336	705.724776168
1582	4493-3301	705.8355647
3708	136-3508	706.435848555
3716	136-3508	706.738872444
7021	304-3439	707.067941514
478	4310-003	707.09834373
7070	307-3438	707.801505995
536	4324-1900	708.023155638
8052	439-3301	708.699354964
8179	520-3113	708.722499152
7597	356-3412	708.995584041
4152	155-3512	709.172345948
581	4336-830	709.359696435
1028	4417-1519	709.485892055
389	4290-348	709.789741751
8080	446-3256	710.244889332
724	4373-1638	710.86100965
1454	4479-1354	711.072704812
6985	301-3444	711.121823011
8152	479-3218	711.58682216
1000	4415-1517	712.66899748
524	4320-743	712.767369183
6191	241-3507	712.885779378
432	4296-109	713.097596903
4897	179-3516	713.205380888
7676	364-3411	713.489318698
998	4415-1516	713.55166798
8176	514-3130	713.824775032
7828	394-3349	714.098022489
7936	413-3334	714.171034766
1199	4448-1427	714.914892841
567	4331-827	714.996078983
2220	4600-3434	715.216223884
407	4293-117	715.643523468
1184	4446-3218	715.877383435
1088	4427-1454	716.142440311
1138	4435-1443	716.628502937
765	4379-1616	716.812173594
5275	194-3519	717.369200357
7173	315-3444	717.541730299
1816	4528-3348	718.074184975
412	4294-552	718.858164392
1181	4446-3222	719.401137544
548	4329-1814	720.691813164
1162	4440-3216	720.815606017
7011	303-3454	721.275825175
7687	365-3419	721.445744979
7696	366-3419	721.597517704
1622	4502-3329	721.630302246
635	4345-923	722.151627747
372	4285-458	722.243598426
8146	476-3236	722.351556495
7346	329-3442	722.413640108
660	4357-952	722.606757344
596	4339-909	722.955517696
859	4393-1539	723.253492303
481	4311-738	724.037891981
646	4349-937	724.722509287
7741	374-3417	724.751162379
8143	476-3239	724.807508045
3329	111-3524	725.585051082
8161	485-3228	725.587360745
7953	417-3343	725.844767106
1390	4471-3301	725.894346229
1361	4468-1348	725.925508864
611	4342-923	726.658953738
7478	346-3438	727.03569863
1225	4451-1406	727.344390154
381	4288-056	727.356089292
1157	4439-1422	727.499546326
6317	251-3519	727.798062945
6866	289-3507	727.941695152
7488	347-3438	728.021481881
7800	388-3410	728.073887716
7954	417-3346	728.137677213
5833	223-3527	729.03342323
7404	337-3445	729.237621323
8132	467-3257	730.271996693
1140	4435-1423	730.912993366
378	4287-044	731.111196448
630	4344-936	731.139619437
5685	216-3530	731.142814259
6949	298-3507	731.683637011
7937	413-3354	731.715028031
1142	4435-1421	732.032716204
339	4276-426	733.074439279
7850	398-3408	733.202140161
7803	388-3416	733.248628179
336	4275-223	733.835014172
5943	228-3531	734.132318864
5329	197-3536	734.395655801
508	4317-827	734.688846426
333	4274-222	735.370693674
331	4274-221	735.791741143
7376	332-3455	736.016719682
2703	058-3522	736.7547028
1548	4488-3333	736.762518663
8011	430-3344	737.126577289
7896	407-3405	737.2281497
7452	343-3450	737.378968086
7993	426-3349	737.453835714
7428	339-3453	737.730231109
718	4372-1554	737.865284491
7433	340-3453	738.042186089
8167	497-3229	738.451027515
7333	328-3500	739.000283046
6714	277-3523	739.250259115
323	4271-221	740.249369926
8015	433-3346	740.71513589
7322	328-3503	741.282530959
678	4362-3037	742.19696872
714	4372-3060	743.30006339
1201	4448-1348	744.326914838
526	4321-902	744.501062796
319	4269-157	744.846376711
7218	319-3511	744.938387422
447	4302-801	745.418913633
8092	450-3335	745.906086306
306	4265-324	746.11354888
694	4365-3051	746.417834384
1482	4482-3339	746.51487586
364	4282-640	747.013901339
299	4264-315	748.289147961
8023	435-3354	748.43727861
927	4403-1445	749.006238529
736	4376-3117	749.444275904
353	4279-635	749.822955674
304	4264-422	750.082460286
710	4371-3109	750.259156519
925	4403-1442	751.128578403
476	4310-1800	751.664912926
489	4313-855	751.874829094
297	4263-220	751.882760843
1562	4490-3354	753.028911005
7551	352-3503	753.495129689
291	4260-310	753.557049139
8108	455-3341	754.832502812
8166	497-3254	756.195728839
8136	469-3328	756.473425873
6665	273-3542	757.259021955
2620	051-3541	757.383426772
7134	312-3528	758.0010591
7660	363-3502	759.466279693
516	4319-930	759.844706102
375	4286-742	760.195768568
1302	4462-1311	760.324513089
6960	299-3537	760.859358693
7541	351-3511	761.272982746
1292	4461-1312	761.366836594
2909	080-3554	761.401918129
1802	4526-3436	762.02055429
8008	430-3414	762.236142367
1525	4486-3402	762.364999311
961	4407-1418	762.437600525
971	4408-1416	762.990638042
7511	348-3515	763.180865184
282	4257-158	763.497795187
682	4362-3114	763.525052783
278	4254-247	763.96055593
6826	285-3546	764.510854599
310	4266-030	764.553211632
506	4317-1710	765.691588817
5941	228-3603	766.150560449
8064	441-3408	766.198911403
1169	4443-1325	766.88636244
898	4397-3219	766.927342331
6764	281-3550	767.042391483
562	4329-1635	767.555494905
8125	463-3349	768.140356749
7947	415-3436	770.016869243
3676	135-3612	770.805319703
5737	217-3610	770.81552193
1115	4431-1334	771.052528082
501	4316-946	771.482193996
668	4359-1524	771.682767006
564	4330-3021	771.683234215
6305	249-3604	771.786925157
303	4264-634	771.936179551
5807	221-3611	772.570783128
5872	224-3610	772.654746768
951	4406-1405	772.766821489
270	4250-205	773.159664023
288	4259-030	774.261672538
315	4268-1941	774.351050465
260	4246-313	774.438259733
7216	319-3543	774.793646264
825	4389-1429	774.816771359
266	4248-210	775.369071025
1167	4443-1313	775.81642462
7234	319-3544	776.177440305
8055	440-3422	776.481321764
3608	132-3618	776.668137535
1191	4447-1308	776.708653896
504	4317-1647	777.440049069
650	4350-3113	777.621456524
3614	132-3619	777.818859366
8121	462-3402	778.025792161
8122	462-3402	778.349153004
8111	456-3408	778.511908174
2929	081-3612	778.935478817
7248	321-3546	778.93780528
264	4247-503	779.059091137
1036	4419-1339	779.519231038
8012	432-3432	779.734720963
7581	355-3529	779.941249328
1214	4449-3345	780.337971424
7637	361-3526	780.593756394
8073	444-3424	781.245763074
2915	080-3614	781.328597761
7493	348-3535	781.476812415
8065	441-3428	782.532630942
7126	312-3554	783.056933886
8172	510-3313	783.390360512
474	4310-1652	783.658161729
1127	4434-1314	784.006561681
5550	208-3624	784.235811578
2866	076-3617	785.015043391
244	4239-355	785.452633399
7817	392-3511	785.641849247
7785	383-3518	785.9623399
750	4378-1429	786.364559518
7389	335-3547	786.481771214
268	4248-554	786.539450217
253	4245-533	786.629242764
1810	4527-3505	787.077816121
7515	349-3542	788.459814689
449	4303-1701	788.679462682
367	4283-849	789.412968495
410	4293-1723	790.239638999
2890	078-3623	790.502991406
239	4238-160	790.938518188
6627	271-3618	791.443401253
652	4351-3139	791.898903119
338	4275-828	792.041119425
376	4286-1739	792.741024245
7779	382-3526	792.838428432
885	4396-1353	793.002180897
1161	4439-1256	793.610487294
7109	310-3607	794.475639177
876	4395-1351	794.837239649
873	4395-1351	795.151979354
8091	450-3435	795.3485693
231	4232-249	796.138137723
4028	149-3639	796.438602398
4017	149-3639	796.508927507
3660	134-3638	796.839765398
1061	4423-1310	796.901855204
523	4320-3043	797.081252325
483	4311-1623	797.322858203
539	4326-3060	798.461286248
5463	203-3639	798.687363445
3493	124-3640	799.842982455
7475	346-3558	801.611741893
1606	4500-3502	802.996285702
316	4268-832	803.709880809
5672	214-3643	803.93641298
638	4346-1457	804.623574743
321	4270-1803	805.118058334
354	4280-1728	805.833233748
5263	194-3648	805.95093037
281	4254-745	806.389404743
5315	196-3648	806.655688977
211	4225-235	807.57778354
556	4329-1524	807.670057937
213	4225-418	807.795758714
552	4329-1524	807.950723466
280	4254-751	808.099662518
225	4229-515	808.246276856
1586	4494-3504	809.167153614
384	4288-949	809.259551428
209	4224-227	809.453669332
202	4222-307	809.841377937
5282	195-3652	810.062601868
8042	439-3502	810.326566726
196	4222-304	810.543328912
899	4398-1326	810.660918199
8070	444-3459	811.053387001
6151	239-3646	811.208305161
206	4223-434	811.316591446
493	4314-1550	811.635671026
7349	330-3616	811.67229596
498	4314-3058	811.981314038
426	4295-1633	812.148075243
3333	111-3651	812.159497415
1829	4530-3536	812.574435878
216	4225-130	813.356816872
387	4290-1645	813.372999159
579	4336-1501	813.505511472
2911	080-3647	813.51213677
223	4227-543	815.590778013
185	4219-247	815.772211246
178	4218-310	815.942435112
1053	4422-3358	816.002909752
255	4245-741	817.049920215
368	4285-1648	818.680785769
2622	051-3644	818.742875772
7928	411-3534	818.76566762
594	4339-3160	819.212603395
5908	226-3657	819.253804914
2180	4591-3621	820.592612908
7356	331-3625	820.847534175
1720	4514-3536	823.319523633
8101	454-3504	823.426609967
1974	4556-3606	824.649262968
763	4379-1332	825.001867274
460	4306-1542	825.254115908
7721	370-3609	825.269139706
2892	078-3658	825.371474691
7318	327-3632	825.394158224
7878	401-3549	825.683421231
519	4320-1513	826.062317611
2873	077-3659	826.207300045
1382	4470-3504	827.507127705
585	4337-1436	827.981047826
732	4375-1334	828.398942221
583	4337-1436	828.439026753
169	4213-449	828.573232925
896	4397-1302	828.871030367
5845	223-3707	829.016549058
3555	128-3711	830.110494563
2941	082-3705	831.008604606
152	4208-329	831.346717222
7391	335-3634	831.452416897
1377	4469-3508	831.650689475
3646	134-3713	831.755084839
5251	193-3714	832.197968772
163	4210-448	832.863673421
1624	4502-3539	833.955437037
2212	4599-3639	834.176735907
3640	133-3716	834.228076474
286	4259-1727	834.2650135
374	4286-3033	834.403265931
644	4348-1407	834.758211949
1102	4428-3430	834.797794566
343	4279-1630	834.974495005
325	4271-1649	835.599548449
370	4285-1611	836.802958298
149	4208-507	837.851879658
767	4381-1310	839.51709086
5530	207-3720	839.944726064
4377	163-3723	840.376424867
5172	190-3723	841.385985963
550	4329-1430	841.429004973
174	4216-012	841.533568171
129	4201-315	841.799578144
329	4272-1633	841.892568112
135	4203-439	842.224506719
1004	4416-3425	842.445350933
143	4206-130	842.56092104
1517	4485-3536	843.275230627
246	4240-835	843.746274711
1035	4418-3430	843.976261091
1030	4418-3430	844.607643706
126	4199-331	845.369388022
1532	4487-3540	846.094692203
1534	4487-3540	846.208673588
633	4345-1354	846.682337805
6439	258-3718	846.719834209
4283	159-3730	846.929788779
454	4304-3136	847.122273394
1572	4492-3546	847.179948912
7799	387-3622	847.25257352
7784	382-3625	847.388047486
137	4203-116	847.847510488
3525	127-3729	847.993451888
118	4197-345	848.534795394
4396	163-3731	848.574840052
4402	163-3732	848.664047689
335	4274-3032	848.87084495
124	4198-156	850.660387432
110	4195-318	851.202190513
272	4250-1716	851.487368292
4600	170-3735	851.725517757
3974	148-3734	851.953542087
112	4195-405	852.106382904
1397	4472-3534	852.136741881
5170	190-3737	854.570304016
1447	4479-3544	854.884477868
6802	283-3719	855.037841304
345	4279-1550	855.7792675
5176	190-3739	856.77342917
463	4307-1446	857.197624346
114	4196-522	858.186074934
7807	389-3633	858.338528723
6464	261-3730	859.563432687
5351	198-3741	859.736575612
5188	191-3743	861.449782889
6370	254-3735	862.106279377
7923	411-3624	862.753624857
569	4332-1350	863.290131937
7286	325-3713	863.432762171
100	4186-244	864.744529268
7806	389-3642	866.03037916
7207	317-3719	866.308501259
237	4237-1724	866.325728543
6492	263-3737	866.460868183
6956	299-3727	867.807654055
91	4184-255	867.922384818
349	4279-1524	869.016208365
3271	107-3749	869.957991427
2505	040-3734	871.270671477
1277	4458-3544	871.281922312
1334	4466-3552	871.360713007
1329	4466-3552	872.369845104
89	4183-451	872.471673568
709	4370-1239	872.54943234
5542	207-3754	873.103423693
420	4295-1443	873.230620062
1404	4472-3601	874.612753126
94	4185-118	874.954007766
1255	4455-3546	875.184721269
395	4291-1445	876.60593386
7436	341-3719	877.027320461
360	4281-1505	877.610729195
401	4292-1440	877.736940283
6496	263-3748	877.992415231
5724	217-3757	878.107374709
256	4246-1629	878.501791667
83	4177-209	880.398417693
7246	321-3732	880.507139426
1156	4438-3537	880.744647727
86	4182-106	880.836300671
258	4246-1623	881.623681745
81	4174-355	882.585589179
4011	149-3805	882.879368772
3993	148-3805	882.88109743
77	4173-248	884.244096245
80	4173-416	884.392035251
74	4173-237	885.313187241
5817	221-3805	886.00552444
98	4186-005	887.108459402
200	4222-1721	887.303737298
642	4347-1250	888.356045383
167	4213-1752	888.43224671
66	4170-238	888.640598774
3604	132-3811	890.027696689
85	4178-041	890.54784585
1067	4425-3535	890.772390471
560	4329-1314	890.942330857
424	4295-1413	891.172039329
64	4170-204	891.524980134
247	4244-1606	891.695539989
69	4171-139	892.075727835
6089	236-3810	893.25701612
220	4226-1653	894.200380272
58	4166-256	894.999405227
6127	238-3811	895.167922412
393	4291-1415	895.261307677
62	4167-433	895.826361869
56	4165-347	895.990876595
7708	367-3727	896.739396488
57	4166-444	898.253534205
191	4220-1656	901.061891419
422	4295-1355	902.379360649
165	4211-1719	902.95491399
172	4214-1708	903.742299558
3461	121-3825	904.517789559
161	4210-1720	904.841587129
2003	4560-3734	904.884045723
2174	4590-3751	906.016197693
3215	104-3825	906.290904588
7311	326-3757	906.621027316
441	4299-1341	906.662442487
6820	285-3812	906.776909737
1083	4426-3556	906.834635344
534	4323-1260	906.877832223
5253	194-3829	907.079903273
1213	4449-3619	907.333161525
313	4266-1444	907.531400112
7722	371-3737	907.850510203
49	4157-310	907.97935717
1425	4476-3643	908.435119384
70	4172-1960	908.532254091
51	4157-221	909.034699681
249	4245-1529	909.338843872
317	4268-1436	909.879471837
7709	367-3741	910.24478751
5441	202-3832	910.873866319
6407	256-3824	911.002734687
48	4156-416	911.142806719
242	4239-1540	911.602083056
1048	4421-3557	911.942902997
7879	401-3724	912.106135119
7107	310-3809	912.259444961
6005	232-3830	912.395135388
52	4158-136	912.405833006
45	4154-415	913.651916669
3006	086-3830	915.050001974
42	4152-337	915.184265396
7715	368-3746	915.246000676
1538	4488-3659	915.410952252
6752	280-3822	915.542417302
1244	4454-3633	916.513428862
39	4151-260	916.827771087
1750	4519-3724	917.456494847
6258	245-3833	917.655494407
38	4150-349	917.663073594
155	4208-1653	917.879476764
2126	4580-3759	918.124922442
2259	008-3811	918.455142746
467	4307-1309	918.599594708
2709	058-3828	918.857988002
